days_real,days_scheduled,target,shipping_mode,origin_city,dest_city,origin_country,dest_country,carrier_id,region,data_source,route_key,lead_time,shipping_mode_encoded,service_tier_encoded,precipitation_mm,wind_speed_kmh,extreme_weather_flag,weather_severity_index,port_wait_times,demurrage_risk_flag,news_sentiment_score,labor_strike_probability,geopolitical_risk_score
2,2,0,reguler,buahbatu,bandung,indonesia,indonesia,sicepat,southeast_asia,2,indonesia->indonesia,2,0,1,9.86654894755579,6.387144912309694,0,5.862763052715224,55.91227785376989,1,-0.07202508556620701,0.024334022743824475,0.26416983668651717
2,2,0,same day,laweyan,surakarta,indonesia,indonesia,ninja xpress,southeast_asia,2,indonesia->indonesia,2,2,1,5.787686848033933,10.280024417902007,0,5.399082064584175,12.097308911868758,0,0.46644921579781684,0.26283327778452026,0.5917048124529544
3,3,1,next day,umbulharjo,yogyakarta,indonesia,indonesia,pos indonesia,southeast_asia,2,indonesia->indonesia,3,0,1,12.528504409143832,4.788870050169704,0,72.24456284529374,26.269307166929647,0,0.30608743628329727,0.990241341480936,0.10621119808575848
30,20,0,van,europe,europe,europe,europe,van,europe,3,europe->europe,20,0,1,1.9616677435753194,3.269281547810157,0,1.7654515617731747,6.478290606399145,0,0.14998731364238904,0.05890585600788413,0.25451874892106086
1,1,0,same day,matraman,jakarta,indonesia,indonesia,j&t express,southeast_asia,2,indonesia->indonesia,1,2,1,16.86321965838326,4.959237752464608,0,8.233059189092687,1.9740918766092015,0,0.1960096162957874,0.1250687265286788,0.2752337489549362
1,1,0,reguler,bekasi barat,bekasi,indonesia,indonesia,sicepat,southeast_asia,2,indonesia->indonesia,1,0,1,11.431913752589839,3.5629159249032742,0,5.641640278506918,27.14722949181941,1,-0.8204659400163452,0.058816984540270664,0.28264208550659337
1,1,1,same day,sei beduk,batam,indonesia,indonesia,jne,southeast_asia,2,indonesia->indonesia,1,2,1,14.423603619705643,18.97782229712996,0,93.64155758227199,34.30237694434598,0,-0.13555529659888543,0.7989197928617807,0.30447273966128235
5,5,0,express,ngajung,malang,indonesia,indonesia,jne,southeast_asia,2,indonesia->indonesia,5,1,1,15.05369128767776,7.478574215264031,0,8.265048779650312,3.087159592085943,0,0.25802919433880267,0.13045497454830682,0.16301088530677055
1,1,0,express,tapos,depok,indonesia,indonesia,jne,southeast_asia,2,indonesia->indonesia,1,1,1,6.588674278771352,9.869154058338555,1,35.59621592901011,4.451745517508702,0,-0.06602585100306246,0.11266845941349282,0.06177163316888813
4,4,0,express,kedonganan,denpasar,indonesia,indonesia,jne,southeast_asia,2,indonesia->indonesia,4,1,1,12.758622123895641,5.10649345644713,0,6.635396886492396,7.048521630066632,0,-0.3428097652802551,0.12735155242722931,0.31547447556247443
3,3,0,next day,ciracas,jakarta,indonesia,indonesia,sicepat,southeast_asia,2,indonesia->indonesia,3,0,1,2.1971348499532786,11.298585440038346,0,4.268429571992815,9.206158305032178,0,-0.415380816643957,0.1530005819972865,0.2016706347002944
2,2,0,express,kebayoran baru,jakarta,indonesia,indonesia,ninja xpress,southeast_asia,2,indonesia->indonesia,2,1,1,6.7120592680608615,7.0827759853975145,0,4.809656502843598,14.973962592182733,0,-0.6782766262683863,0.09847768098971625,0.30315865861832386
2,1,1,first class,valladolid,aurora,españa,ee. uu.,first class,usa_global,0,españa->ee. uu.,1,1,1,1.147438637525928,2.2040606959950986,0,1.1201936638089007,10.59121767515491,0,0.12118959882544567,0.15520444832078226,0.22336162922459268
3,3,0,express,padang utara,padang,indonesia,indonesia,j&t express,southeast_asia,2,indonesia->indonesia,3,1,1,16.874853839579895,16.270705482139828,0,11.631153180473905,8.419936081831363,0,0.31720586536216766,0.22396705488051538,0.43722762442175356
5,5,0,next day,pakisaji,malang,indonesia,indonesia,pos indonesia,southeast_asia,2,indonesia->indonesia,5,0,1,1.621984564313883,23.60811948108144,0,7.731229670049985,2.384761635497742,0,-0.9402288649345895,0.2503201213471742,0.2743658334560781
4,4,0,standard class,presidente dutra,toa alta,brasil,puerto rico,standard class,usa_global,0,brasil->puerto rico,4,0,1,4.256530308206774,25.332146851397923,0,9.302256178702086,1.1462545268182947,0,-0.698914073508101,0.03836357591287077,0.47641758204175594
5,5,0,express,medan belawan,medan,indonesia,indonesia,j&t express,southeast_asia,2,indonesia->indonesia,5,1,1,1.3020670055433214,45.047802597850676,0,14.035167581572532,5.525256432178229,0,-0.5243656786287583,0.14586529837524329,0.2644738889731636
2,2,0,express,tawangmangu,surakarta,indonesia,indonesia,sicepat,southeast_asia,2,indonesia->indonesia,2,1,1,5.336693312768113,19.535187860758228,1,37.99523368333472,9.316577914163659,0,-0.2894054614118666,0.3137017533760673,0.31216491934737134
4,4,0,same day,senapelan,pekanbaru,indonesia,indonesia,jne,southeast_asia,2,indonesia->indonesia,4,2,1,3.5041459859057604,24.225982663913193,0,8.669453193536262,5.306662087973756,0,-0.704062932366482,0.15286812934438126,0.5187532653298498
3,3,0,express,koto tangah,padang,indonesia,indonesia,ninja xpress,southeast_asia,2,indonesia->indonesia,3,1,1,9.417354533138075,5.577160066194111,0,5.440089833113463,8.622231920398447,0,-0.9324371972055243,0.14533270202726223,0.17914740500240606
3,3,0,express,cinambo,bandung,indonesia,indonesia,jne,southeast_asia,2,indonesia->indonesia,3,1,1,5.695509948541215,14.764927499169792,0,6.707682229167424,19.830689435955165,0,-0.7552750584050234,0.10935512823382354,0.24088216976428745
3,3,0,express,rumbai,pekanbaru,indonesia,indonesia,j&t express,southeast_asia,2,indonesia->indonesia,3,1,1,6.263011603430008,4.351199982499206,0,3.8105646361217653,4.618491134216744,0,-0.9574677778717808,0.09929903917540216,0.33994615201419337
2,2,0,express,mergangsan,yogyakarta,indonesia,indonesia,ninja xpress,southeast_asia,2,indonesia->indonesia,2,1,1,1.628179167386534,0.11053714518107663,0,0.6844328105089367,3.482468641527001,0,0.06787076854393481,0.15973070020343813,0.16893311435307118
2,2,0,reguler,gemolong,surakarta,indonesia,indonesia,j&t express,southeast_asia,2,indonesia->indonesia,2,0,1,7.075028574162152,9.658578586397956,0,5.727585005584247,0.101614789463964,0,-0.6808417418396489,0.5312380173457261,0.28943002001694235
4,4,1,reguler,tuban,denpasar,indonesia,indonesia,sicepat,southeast_asia,2,indonesia->indonesia,4,0,1,2.9109113401466904,7.340242843540594,0,95.37385805352932,43.993570083141776,0,0.0804632784362278,0.9503169924269533,0.4242180688683326
5,5,0,express,cibeunying kidul,bandung,indonesia,indonesia,jne,southeast_asia,2,indonesia->indonesia,5,1,1,12.793199179416677,53.1888097123703,0,21.07392258547776,0.02607876316787219,0,0.12736433025572502,0.04357049755052138,0.10987503034762847
1,1,0,same day,senapelan,pekanbaru,indonesia,indonesia,pos indonesia,southeast_asia,2,indonesia->indonesia,1,2,1,6.846954826824859,2.013161889998919,0,3.3427304977296193,1.7106566694946221,0,-0.08320168709076992,0.07180938247042222,0.3317127754829883
3,3,1,reguler,bekasi utara,bekasi,indonesia,indonesia,ninja xpress,southeast_asia,2,indonesia->indonesia,3,0,1,47.92833297259656,5.002259479212661,0,82.84476009999808,38.47782096545427,0,-0.6355110419665423,0.6306609175108406,0.20127010076798446
3,3,0,same day,kertapati,palembang,indonesia,indonesia,ninja xpress,southeast_asia,2,indonesia->indonesia,3,2,1,6.017625075205373,7.846985730253774,0,4.761145749158281,39.21650033403961,1,-0.09620534501466027,0.45491412767942235,0.018970084894877035
1,1,0,next day,sukajadi,pekanbaru,indonesia,indonesia,ninja xpress,southeast_asia,2,indonesia->indonesia,1,0,1,3.2622600601981824,37.85868038893488,0,12.662508140759735,4.032579463834289,0,-0.7243826075472779,0.26702128021164556,0.08197569263004774
1,1,0,express,bukit raya,pekanbaru,indonesia,indonesia,ninja xpress,southeast_asia,2,indonesia->indonesia,1,1,1,1.7426633272288883,2.3616890365821606,1,31.405572041866204,3.016872852697223,0,-0.41887213424104797,0.22279407053352906,0.3770525858638914
6,4,1,standard class,perugia,caguas,italia,puerto rico,standard class,usa_global,0,italia->puerto rico,4,0,1,9.709610164780502,24.20726493251367,0,11.146023545666303,10.87203757101059,0,0.3907522001196433,0.2470942324571718,0.2392281976055742
2,2,1,reguler,pontianak tenggara,pontianak,indonesia,indonesia,sicepat,southeast_asia,2,indonesia->indonesia,2,0,1,10.096050524105847,0.8872761894070089,0,98.05250052476977,33.082853299515364,0,-0.5385673143456218,0.9696081282161606,0.13595653990544915
5,5,0,next day,karanganyar,surakarta,indonesia,indonesia,j&t express,southeast_asia,2,indonesia->indonesia,5,0,1,25.30334574172928,8.47042895096035,0,12.662466981979819,33.0943284138474,1,-0.08043102193216145,0.08965873935352571,0.32505223475421013
4,4,0,reguler,prawirotaman,yogyakarta,indonesia,indonesia,ninja xpress,southeast_asia,2,indonesia->indonesia,4,0,1,4.18295207192913,33.09658653959052,1,41.602156790648806,11.63578222903141,0,-0.6950888459803934,0.13670833464597618,0.2239635605093649
2,2,0,same day,kedamaian,bandar lampung,indonesia,indonesia,pos indonesia,southeast_asia,2,indonesia->indonesia,2,2,1,13.485622959150563,51.266029156829816,0,20.77405793070917,3.0231456825984764,0,-0.28107970369539403,0.37355712529253166,0.33677908917576505
1,1,0,reguler,tambaksari,surabaya,indonesia,indonesia,j&t express,southeast_asia,2,indonesia->indonesia,1,0,1,17.79947803078857,4.655698878695789,1,38.516500875924166,25.05710419943309,1,-0.09253512731970803,0.2645851471657104,0.22567387289570623
4,4,1,express,batu aji,batam,indonesia,indonesia,sicepat,southeast_asia,2,indonesia->indonesia,4,1,1,4.941982383983901,15.329728508334371,0,99.66073618255822,29.019384730078002,0,0.10796858381533947,0.8223571800127641,0.16880233106203166
3,1,1,sea,tianjin,shenzhen,china,china,zto_express,china,4,china->china,1,0,1,1.0742384889634842,3.9449482123150954,0,1.6131798592799222,1.3062641883147972,0,0.11735992121835626,0.1171425053891033,0.15324655738428536
1,1,1,reguler,rajabasa,bandar lampung,indonesia,indonesia,j&t express,southeast_asia,2,indonesia->indonesia,1,0,1,0.7349649277878307,33.134352468208434,0,86.55032699289067,27.467754149078445,0,-0.5730252502495874,0.9369373482327251,0.5542904957204474
5,5,0,reguler,semampir,surabaya,indonesia,indonesia,pos indonesia,southeast_asia,2,indonesia->indonesia,5,0,1,28.967552287933604,1.4889975648809084,0,12.033720184637714,0.8988082061246734,0,-0.09341064011420941,0.03502957150537961,0.3633013261334635
0,0,0,same day,antibes,rome,francia,ee. uu.,same day,usa_global,0,francia->ee. uu.,0,2,1,1.7661007791765466,21.443051063189674,0,7.139355630627521,1.0013298717492647,0,-0.1053484637310258,0.09161038399626013,0.36833214545803905
3,3,0,truck,europe,europe,europe,europe,truck,europe,3,europe->europe,3,0,1,0.6182299293730084,40.33966189644897,0,12.349190540683894,13.602858715056778,0,-0.5635425208224035,0.1922461584936323,0.4053246000752389
4,4,0,reguler,jakabaring,palembang,indonesia,indonesia,jne,southeast_asia,2,indonesia->indonesia,4,0,1,0.9567263767267421,18.423580714380176,0,5.909764765004749,0.12259566667434854,0,-0.9647639050612457,0.026590947826808643,0.47068729546717264
4,1,1,same day,medan barat,medan,indonesia,indonesia,ninja xpress,southeast_asia,2,indonesia->indonesia,1,2,1,1.6288435321783432,6.000670283878666,1,32.451738498034935,7.904235939759271,0,-0.4393685664635041,0.21617491360557414,0.3763853065315344
3,3,0,same day,bululawang,malang,indonesia,indonesia,pos indonesia,southeast_asia,2,indonesia->indonesia,3,2,1,7.51494701048175,5.660370449498579,0,4.704089939042274,10.540917288518484,0,0.32931889884966337,0.05907221374738745,0.16524733903668537
9,26,0,standard,sp,brazil_customer,brazil,brazil,olist_carrier,south_america,1,brazil->brazil,26,0,1,2.8922805946159804,3.762574510092852,0,2.285684590874248,17.084075868060044,0,-0.6694549468704316,0.2579840310062153,0.10862370963718526
3,3,0,express,gondokusuman,yogyakarta,indonesia,indonesia,jne,southeast_asia,2,indonesia->indonesia,3,1,1,20.935664590110857,7.933313257367741,0,10.754259813254665,2.578848516113336,0,0.0561552679929509,0.08733919033928604,0.07351534576738529
4,4,1,same day,cempaka putih,jakarta,indonesia,indonesia,j&t express,southeast_asia,2,indonesia->indonesia,4,2,1,11.522417196517663,5.108273532890328,0,83.10897481948027,39.737460186432465,0,-0.1486406327085994,0.9523174272610484,0.2444753497660791
3,3,0,express,tampan,pekanbaru,indonesia,indonesia,ninja xpress,southeast_asia,2,indonesia->indonesia,3,1,1,9.538119637529233,3.200731279080759,0,4.775467238735921,17.8885264020083,0,-0.37068964259227943,0.09971196992277669,0.1133395874375499
3,3,0,next day,teluk betung utara,bandar lampung,indonesia,indonesia,pos indonesia,southeast_asia,2,indonesia->indonesia,3,0,1,8.412989119644406,4.328368065152557,0,4.663706067403529,1.1980359982150612,0,-0.3924765122867251,0.009072063474816323,0.25938307237878394
5,5,0,reguler,menteng,jakarta,indonesia,indonesia,jne,southeast_asia,2,indonesia->indonesia,5,0,1,0.42627170873336295,12.139607128446032,0,3.812390822027155,0.3799955745862645,0,-0.06295217436732758,0.24126140240930707,0.18464590308260612
13,12,1,sea,mumbai,pune,india,india,delhivery,india,4,india->india,12,0,1,3.900989997168568,18.894264167547934,0,7.228675249131808,6.768210729674395,0,-0.1709910400289173,0.14347943735709967,0.5771607869406196
15,11,1,standard,sp,brazil_customer,brazil,brazil,olist_carrier,south_america,1,brazil->brazil,11,0,1,3.384684744637083,16.027313009555733,0,6.1620678007215535,1.163004287391133,0,-0.10187076920194782,0.11698269573743417,0.17242323310288826
4,4,1,same day,lubuk begalung,padang,indonesia,indonesia,jne,southeast_asia,2,indonesia->indonesia,4,2,1,2.489544237736885,0.10846434312944916,0,92.68711645589053,24.478449723054688,0,0.04326006967936147,0.9558326590317909,0.5771929088417316
3,2,1,reguler,gayamsari,semarang,indonesia,indonesia,sicepat,southeast_asia,2,indonesia->indonesia,2,0,1,18.8452953100479,15.952915212032725,0,12.323992687628976,26.129152252764698,1,0.46008717441082925,0.14926222732305194,0.09472698428766657
5,5,0,same day,sindang jaya,tangerang,indonesia,indonesia,sicepat,southeast_asia,2,indonesia->indonesia,5,2,1,5.547423009715206,0.5993918607655299,0,2.398786762115741,5.930222246050936,0,-0.5775850901178392,0.18962674074718472,0.29022280408734824
5,5,0,same day,ngampilan,yogyakarta,indonesia,indonesia,jne,southeast_asia,2,indonesia->indonesia,5,2,1,11.277936300724505,13.834879080449207,0,8.661638244424564,5.029929387857684,0,0.3769672146057881,0.2255620223954449,0.09170989769506056
3,3,0,same day,asemrowo,surabaya,indonesia,indonesia,jne,southeast_asia,2,indonesia->indonesia,3,2,1,4.327181227324686,36.800232507576276,0,12.770942243202757,10.34340185545083,0,-0.7500600492719428,0.3166231145983828,0.3731016616412042
3,3,0,same day,bojongloa kaler,bandung,indonesia,indonesia,j&t express,southeast_asia,2,indonesia->indonesia,3,2,1,12.369735626197201,21.433015323135876,0,11.377798847419644,3.744808064857841,0,-0.2666257132633597,0.035797514160259135,0.27795270959661705
1,1,0,next day,mandalajati,bandung,indonesia,indonesia,ninja xpress,southeast_asia,2,indonesia->indonesia,1,0,1,14.407209039855031,16.296357088330787,0,10.651790742441248,2.0429086722508,0,-0.8028792630568817,0.02065539372092123,0.4586359165879906
4,2,1,express,mampang prapatan,jakarta,indonesia,indonesia,ninja xpress,southeast_asia,2,indonesia->indonesia,2,1,1,10.909513523842964,6.829598629185909,1,36.41268499829296,21.627653012151868,0,0.43665742613986813,0.13881974094488025,0.3060962320630401
3,3,0,reguler,rajabasa,bandar lampung,indonesia,indonesia,ninja xpress,southeast_asia,2,indonesia->indonesia,3,0,1,6.3725896592721885,15.631671677276538,0,7.238537366891837,3.7599197540146405,0,-0.8020710010111631,0.06586800271516552,0.1914383008020953
6,2,1,second class,mulhouse,chicago,francia,ee. uu.,second class,usa_global,0,francia->ee. uu.,2,0,1,8.448406493312806,2.748551843105867,0,4.203928150256883,5.995931033788165,0,-0.6376255230474595,0.06958671553690199,0.5738415608701484
8,28,0,standard,pr,brazil_customer,brazil,brazil,olist_carrier,south_america,1,brazil->brazil,28,0,1,0.5476166793182715,13.896937380554284,0,4.388127885893594,21.381972828926163,0,-0.3351372249075928,0.45974829445757875,0.14886763442583317
4,4,0,express,matraman,jakarta,indonesia,indonesia,ninja xpress,southeast_asia,2,indonesia->indonesia,4,1,1,12.432503132312553,30.71562529914689,0,14.187688842669088,5.114431519343669,0,0.1470606256993392,0.04634448943256219,0.2058530278286567
5,5,0,reguler,setiabudi,jakarta,indonesia,indonesia,pos indonesia,southeast_asia,2,indonesia->indonesia,5,0,1,0.7010673270097276,31.504457172062715,0,9.731764082422705,4.903653968879706,0,-0.9182158661787467,0.04546314883058422,0.3042923985493505
4,4,0,same day,lawang,malang,indonesia,indonesia,pos indonesia,southeast_asia,2,indonesia->indonesia,4,2,1,2.3821450463683056,1.2018378277850081,0,1.3134093668828248,25.98130208445939,1,0.4893376245117913,0.5267982231187073,0.10133473321626588
3,3,0,same day,padangsambian klod,denpasar,indonesia,indonesia,pos indonesia,southeast_asia,2,indonesia->indonesia,3,2,1,6.575015515865058,3.712220859080055,0,3.7436724640700394,2.4942995087308812,0,-0.29000108920946055,0.143616347256704,0.33288864908623733
2,2,0,express,laweyan,surakarta,indonesia,indonesia,sicepat,southeast_asia,2,indonesia->indonesia,2,1,1,12.031285384347438,0.06829195753356532,0,4.833001740999045,13.048453573870136,0,-0.1851560053866731,0.2150851971003045,0.3063247913142569
3,3,0,next day,semarang selatan,semarang,indonesia,indonesia,j&t express,southeast_asia,2,indonesia->indonesia,3,0,1,0.37029503560909083,4.96348573605118,0,1.6371637350589903,1.1223570982342883,0,-0.38022785834217376,0.025055405901751534,0.3978582642929241
4,3,1,express,pakis,malang,indonesia,indonesia,ninja xpress,southeast_asia,2,indonesia->indonesia,3,1,1,18.70280635896777,10.943435051876595,0,10.764153059150086,0.7526382998007781,0,-0.2481377000677183,0.2706122697905137,0.14462868291037523
1,1,0,same day,matraman,jakarta,indonesia,indonesia,j&t express,southeast_asia,2,indonesia->indonesia,1,2,1,46.879181814343404,1.545285684059383,1,49.215258430955174,7.814603499722658,0,-0.7510187478719674,0.2198749703875446,0.5131659766943353
6,3,1,reguler,sesetan,denpasar,indonesia,indonesia,pos indonesia,southeast_asia,2,indonesia->indonesia,3,0,1,3.2720857405633397,47.92915525173176,1,45.68758087174486,6.129297332326699,0,0.29835934362607786,0.09656523131502949,0.05862095785980851
30,20,0,truck,europe,europe,europe,europe,truck,europe,3,europe->europe,20,0,1,4.623349413925293,16.44498714647102,0,6.782835909511423,10.50379875328569,0,-0.8188363033674055,0.2584615330693798,0.47874237836644024
2,2,0,express,mustika jaya,bekasi,indonesia,indonesia,j&t express,southeast_asia,2,indonesia->indonesia,2,1,1,3.4130067346662485,95.69702670477571,0,30.07431070529921,9.654571507670513,0,0.31224743598675775,0.14254280813326617,0.3439616291921102
5,4,1,standard class,las rozas de madrid,memphis,españa,ee. uu.,standard class,usa_global,0,españa->ee. uu.,4,0,1,3.1022311983444286,4.390543504248286,0,2.558055530612257,0.06411231425339618,0,-0.32769557885840617,0.0421673131857763,0.24658339499889784
1,1,1,next day,mekarsari,depok,indonesia,indonesia,pos indonesia,southeast_asia,2,indonesia->indonesia,1,0,1,1.261072995986448,3.4104695244083465,0,98.80145558541582,24.645700363746755,0,-0.35493099439393616,0.7233287416224548,0.054470563295787984
1,1,0,express,jatipuro,surakarta,indonesia,indonesia,pos indonesia,southeast_asia,2,indonesia->indonesia,1,1,1,15.461977382710609,7.367481905825561,0,8.395035524831911,1.4757328298949712,0,-0.02405736085530208,0.04676178344346946,0.09020095875281318
3,3,0,reguler,serpong selatan,tangerang,indonesia,indonesia,pos indonesia,southeast_asia,2,indonesia->indonesia,3,0,1,0.9239059105965887,15.418554889179067,0,4.995128830992356,11.178632895822837,0,-0.8548265886164399,0.2867560246848059,0.3999737619212255
1,1,0,next day,senapelan,pekanbaru,indonesia,indonesia,pos indonesia,southeast_asia,2,indonesia->indonesia,1,0,1,7.2276397993922865,20.202903722694597,0,8.951927036565294,11.494605480464818,0,0.03304082190699775,0.2659549990776177,0.6445349934035162
7,5,1,same day,leuwiliang,bogor,indonesia,indonesia,jne,southeast_asia,2,indonesia->indonesia,5,2,1,4.4371482597377945,5.808635125822175,0,3.5174498416417705,4.937222959532121,0,-0.3507273211530293,0.03132457790968565,0.3447077755543764
6,4,1,standard class,bondy,huntington beach,francia,ee. uu.,standard class,usa_global,0,francia->ee. uu.,4,0,1,0.0975135116974789,1.5920772138826162,0,0.5166285688437764,2.043909882134543,0,-0.3450184791752524,0.23821718430386998,0.38936224474222436
6,3,1,next day,pakis,malang,indonesia,indonesia,sicepat,southeast_asia,2,indonesia->indonesia,3,0,1,1.3698075803735215,0.0748115756538206,0,0.5703665048455548,7.972100777918932,0,0.25595060491772426,0.05642197838131342,0.38935542932611705
30,20,0,truck,europe,europe,europe,europe,truck,europe,3,europe->europe,20,0,1,2.156121767978086,54.00898187863488,0,17.065143270781697,38.83022534872995,1,-0.5976740537441811,0.06118096465224307,0.13188517235220462
2,1,1,first class,daca,saint louis,bangladés,ee. uu.,first class,usa_global,0,bangladés->ee. uu.,1,1,1,5.343424968970265,22.16145560767751,0,8.78580666989136,19.736202683920485,0,0.3005390276380995,0.1857480213384829,0.5441643747810311
7,5,1,reguler,curug,tangerang,indonesia,indonesia,j&t express,southeast_asia,2,indonesia->indonesia,5,0,1,15.959047773957527,4.899936393256602,0,99.8556131190833,38.740147397191336,1,-0.37999843014600787,0.6202510383220311,0.26325702233874904
6,4,1,standard class,mostaganem,brownsville,argelia,ee. uu.,standard class,usa_global,0,argelia->ee. uu.,4,0,1,10.98980599581205,41.26898845150399,0,86.10825324274664,46.3744948078999,0,-0.5704346758406772,0.912074315582953,0.13997234356461605
5,5,0,next day,cibiru,bandung,indonesia,indonesia,ninja xpress,southeast_asia,2,indonesia->indonesia,5,0,1,10.514219431059777,8.133325436621911,0,6.645685403410484,1.3604689463070971,0,-0.5728640557406695,0.11316101675447394,0.37257268820344186
3,4,0,standard class,dublín,albuquerque,irlanda,ee. uu.,standard class,usa_global,0,irlanda->ee. uu.,4,0,1,3.2629325603171693,8.358867463849457,0,3.8128332632817044,11.53748741053614,0,-0.05205842362755142,0.03213994208383262,0.3182337606535815
3,3,0,same day,tenayan raya,pekanbaru,indonesia,indonesia,ninja xpress,southeast_asia,2,indonesia->indonesia,3,2,1,5.995603548929139,20.85879372204439,1,38.65587953618497,8.729342206585969,0,-0.5207110881966612,0.19097065747024267,0.21158342985119868
4,3,1,next day,makassar utara,makassar,indonesia,indonesia,sicepat,southeast_asia,2,indonesia->indonesia,3,0,1,25.69948571747628,0.9013314750148571,0,10.55019372949497,18.599113086091144,0,0.4054438993493781,0.028437876365430846,0.08863396060894066
6,4,1,standard class,choluteca,dallas,honduras,ee. uu.,standard class,usa_global,0,honduras->ee. uu.,4,0,1,1.51007668122334,3.3139519406636935,0,82.82797090540008,21.769055493177937,0,0.1500291537617282,0.6906185623019981,0.18939050901514146
30,20,0,van,europe,europe,europe,europe,van,europe,3,europe->europe,20,0,1,2.603807759253112,9.406028112701485,0,3.86333153751169,0.8022297447416837,0,-0.17191447414773897,0.19751515796662675,0.2937949003112723
3,3,0,same day,kenjeran,surabaya,indonesia,indonesia,jne,southeast_asia,2,indonesia->indonesia,3,2,1,14.256333684061149,2.090497764489076,0,6.329682802971182,0.5307655354071082,0,0.2675169448739707,0.10227997680251211,0.12534830883751377
3,3,1,next day,sako,palembang,indonesia,indonesia,pos indonesia,southeast_asia,2,indonesia->indonesia,3,0,1,5.6294992811160505,2.671090250107115,1,81.09647327402969,21.151508484339796,0,-0.7715026131592538,0.9925422087438701,0.3648003441983011
5,5,1,next day,benoa,denpasar,indonesia,indonesia,ninja xpress,southeast_asia,2,indonesia->indonesia,5,0,1,9.103628546057054,12.753968096664254,0,95.87242161860416,44.40750353876741,0,-0.5936299426789133,0.7328249652551331,0.24336680226954713
4,4,1,standard class,philadelphia,caguas,estados unidos,puerto rico,standard class,usa_global,0,estados unidos->puerto rico,4,0,1,5.559057652122105,4.884154849617273,0,95.7215904398189,47.48037480224896,0,-0.5104192212637819,0.6851025181795171,0.20814072849958618
4,1,1,same day,karangpandan,surakarta,indonesia,indonesia,pos indonesia,southeast_asia,2,indonesia->indonesia,1,2,1,22.629606165096195,36.394452360763054,0,19.970178174267396,15.495674362298734,0,-0.16777522362865005,0.23323652233884615,0.16266554152226573
